game_season,game_match,game_league_match,game_date,game_kickoff,game_kickoff_type,game_opponents,game_venue,game_venue_type,game_competition,game_level,game_attendance,game_away_attendance,game_home_attendance,game_outcome,game_goals_for,game_goals_against,game_manager,game_division_position,game_pyramid_position,game_cumulative_points,game_p1,game_p1mins,game_p2,game_p2mins,game_p3,game_p3mins,game_p4,game_p4mins,game_p5,game_p5mins,game_p6,game_p6mins,game_p7,game_p7mins,game_p8,game_p8mins,game_p9,game_p9mins,game_p10,game_p10mins,game_p11,game_p11mins,game_s1,game_s1mins,game_s2,game_s2mins,game_s3,game_s3mins,game_s4,game_s4mins,game_s5,game_s5mins,game_s6,game_s6mins,game_s7,game_s7mins,game_s8,game_s8mins,game_s9,game_s9mins,game_goal1,game_goal2,game_goal3,game_goal4,game_goal5,game_goal6,game_goal7,game_goal8,game_yellow1,game_yellow2,game_yellow3,game_yellow4,game_yellow5,game_yellow6,game_red1,game_red2
19891990,1,NA,19890816,,,Hinckley Town,Leicester Road,1,MFC,4,253,NA,253,1,1,1,Jim Barron,NA,NA,NA,8911_Alan_Churchward,120,8917_Nick_Jordan,120,8928_Anton_Vircavs,120,8914_Richard_Crowley,120,8909_Chris_Burns,120,8930_Kevin_Willetts,120,8907_Steve_Brooks,45,8905_Mark_Boyland,120,8931_Phil_Williams,120,8923_Mickey_Nuttell,120,8916_Andy_Gray,120,8919_Jeff_Lissaman,45,9998_Missing_Name,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8923_Mickey_Nuttell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,2,1,19890826,,,Fisher Athletic,Whaddon Road,0,APL,5,2279,NA,2279,1,0,0,Jim Barron,14,106,1,8911_Alan_Churchward,90,8917_Nick_Jordan,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8930_Kevin_Willetts,90,8905_Mark_Boyland,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8901_Ray_Baverstock,0,8919_Jeff_Lissaman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,3,2,19890828,,,Barnet,Underhill,1,APL,5,2545,NA,2545,0,0,4,Jim Barron,20,112,1,8911_Alan_Churchward,90,8917_Nick_Jordan,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8930_Kevin_Willetts,90,8905_Mark_Boyland,90,8931_Phil_Williams,,8923_Mickey_Nuttell,90,8908_Mark_Buckland,90,8919_Jeff_Lissaman,90,8901_Ray_Baverstock,,9998_Missing_Name,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,4,NA,19890830,,,Bath City,Twerton Park,1,FAW,1,504,NA,504,1,1,1,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8912_David_Craig,90,8914_Richard_Crowley,90,8909_Chris_Burns,90,8930_Kevin_Willetts,90,8913_Steve_Crouch,90,8919_Jeff_Lissaman,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,90,8905_Mark_Boyland,90,8917_Nick_Jordan,0,8929_Sean_Whelan,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8929_Sean_Whelan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,5,3,19890902,,,Runcorn,Canal Street,1,APL,5,886,NA,886,3,4,2,Jim Barron,11,103,4,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,90,8917_Nick_Jordan,90,8905_Mark_Boyland,90,8923_Mickey_Nuttell,90,8908_Mark_Buckland,90,8931_Phil_Williams,90,8919_Jeff_Lissaman,0,8929_Sean_Whelan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917_Nick_Jordan,8931_Phil_Williams,8923_Mickey_Nuttell,8905_Mark_Boyland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,6,NA,19890906,,,Bath City,Whaddon Road,0,FAW,1,645,NA,645,0,1,2,Jim Barron,NA,NA,NA,8911_Alan_Churchward,90,8901_Ray_Baverstock,90,8909_Chris_Burns,90,8912_David_Craig,90,8928_Anton_Vircavs,90,8929_Sean_Whelan,90,8917_Nick_Jordan,90,8905_Mark_Boyland,90,8923_Mickey_Nuttell,90,8919_Jeff_Lissaman,83,8931_Phil_Williams,90,8908_Mark_Buckland,7,8913_Steve_Crouch,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8931_Phil_Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,7,4,19890909,,,Barrow,Whaddon Road,0,APL,5,1502,NA,1502,3,1,0,Jim Barron,10,102,7,8922_Dave_Mogg,90,8908_Mark_Buckland,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,90,8907_Steve_Brooks,63,8917_Nick_Jordan,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,90,8916_Andy_Gray,90,8905_Mark_Boyland,0,8919_Jeff_Lissaman,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8923_Mickey_Nuttell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,8,5,19890912,,,Telford United,Bucks Head,1,APL,5,1431,NA,1431,1,0,0,Jim Barron,10,102,8,8922_Dave_Mogg,90,8907_Steve_Brooks,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,90,8917_Nick_Jordan,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,90,8908_Mark_Buckland,90,8916_Andy_Gray,45,8905_Mark_Boyland,45,8919_Jeff_Lissaman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,9,NA,19890916,,,Saltash United,Whaddon Road,0,FAC,0.1,1190,NA,1190,3,1,0,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8907_Steve_Brooks,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,90,8917_Nick_Jordan,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,60,8908_Mark_Buckland,90,8916_Andy_Gray,90,8905_Mark_Boyland,30,8919_Jeff_Lissaman,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905_Mark_Boyland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,10,6,19890920,,,Yeovil Town,Whaddon Road,0,APL,5,1573,NA,1573,3,2,1,Jim Barron,9,101,11,8922_Dave_Mogg,90,8907_Steve_Brooks,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,74,8917_Nick_Jordan,90,8931_Phil_Williams,90,8923_Mickey_Nuttell,53,8908_Mark_Buckland,90,8916_Andy_Gray,90,8905_Mark_Boyland,37,8919_Jeff_Lissaman,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8923_Mickey_Nuttell,8912_David_Craig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,11,7,19890923,,,Altrincham,Moss Lane,1,APL,5,689,NA,689,0,0,5,Jim Barron,12,104,11,8922_Dave_Mogg,90,8907_Steve_Brooks,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8913_Steve_Crouch,71,8917_Nick_Jordan,90,8931_Phil_Williams,64,8905_Mark_Boyland,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8919_Jeff_Lissaman,26,8929_Sean_Whelan,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,12,8,19890926,,,Macclesfield Town,Moss Rose,1,APL,5,1502,NA,1502,0,0,3,Jim Barron,12,104,11,8911_Alan_Churchward,90,8901_Ray_Baverstock,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8930_Kevin_Willetts,90,8907_Steve_Brooks,90,8931_Phil_Williams,42,8905_Mark_Boyland,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8913_Steve_Crouch,0,8917_Nick_Jordan,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,13,NA,19890930,,,Weston-Super-Mare,Whaddon Road,0,FAC,0.2,1292,NA,1292,3,7,0,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8912_David_Craig,90,8930_Kevin_Willetts,90,8907_Steve_Brooks,90,8905_Mark_Boyland,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8931_Phil_Williams,90,8913_Steve_Crouch,0,8929_Sean_Whelan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917_Nick_Jordan,8907_Steve_Brooks,8908_Mark_Buckland,8908_Mark_Buckland,8908_Mark_Buckland,8930_Kevin_Willetts,8905_Mark_Boyland,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,14,NA,19891004,,,Alvechurch,Lye Meadow,1,MFC,1.1,182,NA,182,0,0,1,Jim Barron,NA,NA,NA,8911_Alan_Churchward,90,8901_Ray_Baverstock,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8919_Jeff_Lissaman,90,8931_Phil_Williams,90,8913_Steve_Crouch,90,8905_Mark_Boyland,90,8917_Nick_Jordan,90,8922_Dave_Mogg,0,8908_Mark_Buckland,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,15,9,19891007,,,Welling United,Whaddon Road,0,APL,5,1437,NA,1437,3,3,2,Jim Barron,13,105,14,8922_Dave_Mogg,90,8930_Kevin_Willetts,90,8909_Chris_Burns,90,8914_Richard_Crowley,90,8901_Ray_Baverstock,90,8919_Jeff_Lissaman,86,8907_Steve_Brooks,90,8931_Phil_Williams,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8905_Mark_Boyland,4,8929_Sean_Whelan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917_Nick_Jordan,8907_Steve_Brooks,9999_Own_Goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,16,NA,19891011,,,Telford United,Whaddon Road,0,CLC,1.1,851,NA,851,3,1,0,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8930_Kevin_Willetts,37,8909_Chris_Burns,90,8914_Richard_Crowley,90,8901_Ray_Baverstock,90,8919_Jeff_Lissaman,90,8907_Steve_Brooks,90,8931_Phil_Williams,90,8917_Nick_Jordan,25,8908_Mark_Buckland,90,8916_Andy_Gray,90,8905_Mark_Boyland,65,8929_Sean_Whelan,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8907_Steve_Brooks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,17,NA,19891014,,,Dorchester Town,Avenue Stadium,1,FAC,0.3,479,NA,479,0,1,2,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8930_Kevin_Willetts,90,8909_Chris_Burns,81,8914_Richard_Crowley,90,8901_Ray_Baverstock,90,8919_Jeff_Lissaman,83,8907_Steve_Brooks,90,8931_Phil_Williams,90,8905_Mark_Boyland,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8928_Anton_Vircavs,9,8929_Sean_Whelan,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8905_Mark_Boyland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,18,10,19891017,,,Kettering Town,Rockingham Road,1,APL,5,2340,NA,2340,0,0,1,Jim Barron,15,107,14,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,90,8927_Paul_Sanderson,90,8905_Mark_Boyland,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8913_Steve_Crouch,0,8929_Sean_Whelan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,19,11,19891021,,,Chorley,Whaddon Road,0,APL,5,1308,NA,1308,3,2,0,Jim Barron,12,104,17,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8930_Kevin_Willetts,90,8931_Phil_Williams,80,8907_Steve_Brooks,90,8927_Paul_Sanderson,90,8917_Nick_Jordan,51,8908_Mark_Buckland,90,8916_Andy_Gray,90,8913_Steve_Crouch,10,8920_Steve_Mardenborough,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917_Nick_Jordan,8916_Andy_Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,20,NA,19891031,,,Telford United,Bucks Head,1,CLC,1.2,773,NA,773,0,1,3,Jim Barron,NA,NA,NA,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8913_Steve_Crouch,53,8907_Steve_Brooks,90,8927_Paul_Sanderson,90,8920_Steve_Mardenborough,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8929_Sean_Whelan,0,8931_Phil_Williams,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8927_Paul_Sanderson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,21,12,19891104,,,Enfield,Southbury Road,1,APL,5,716,NA,716,0,2,4,Jim Barron,15,107,17,8922_Dave_Mogg,90,8901_Ray_Baverstock,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,74,8907_Steve_Brooks,68,8927_Paul_Sanderson,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8913_Steve_Crouch,22,8920_Steve_Mardenborough,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8916_Andy_Gray,8908_Mark_Buckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,22,NA,19891107,,,Gloucester City,Meadow Park,1,GSC,1,968,NA,968,1,3,3,Jim Barron,NA,NA,NA,8904_Paul_Bastock,120,8929_Sean_Whelan,120,8909_Chris_Burns,120,8914_Richard_Crowley,45,8901_Ray_Baverstock,120,8930_Kevin_Willetts,120,8907_Steve_Brooks,120,8927_Paul_Sanderson,106,8917_Nick_Jordan,120,8908_Mark_Buckland,120,8931_Phil_Williams,120,8910_Tommy_Callinan,45,8919_Jeff_Lissaman,0,8920_Steve_Mardenborough,14,8925_Mike_Preedy,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8907_Steve_Brooks,8907_Steve_Brooks,8908_Mark_Buckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,23,13,19891111,,,Altrincham,Whaddon Road,0,APL,5,1268,NA,1268,1,0,0,Jim Barron,17,109,18,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8901_Ray_Baverstock,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,58,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,45,8909_Chris_Burns,32,8927_Paul_Sanderson,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,24,14,19891118,,,Chorley,Victory Park,1,APL,5,587,NA,587,3,2,0,Jim Barron,10,102,21,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,69,8909_Chris_Burns,0,8927_Paul_Sanderson,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8916_Andy_Gray,8916_Andy_Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,25,15,19891125,,,Northwich Victoria,Drill Field,1,APL,5,771,NA,771,1,0,0,Jim Barron,13,105,22,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,64,8909_Chris_Burns,0,8927_Paul_Sanderson,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,26,16,19891128,,,Stafford Rangers,Marston Road,1,APL,5,947,NA,947,3,1,0,Jim Barron,8,100,25,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,61,8913_Steve_Crouch,0,8927_Paul_Sanderson,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8917_Nick_Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,27,17,19891202,,,Farnborough Town,Whaddon Road,0,APL,5,1348,NA,1348,3,4,0,Jim Barron,6,98,28,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,90,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8923_Mickey_Nuttell,0,8927_Paul_Sanderson,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8916_Andy_Gray,8907_Steve_Brooks,8917_Nick_Jordan,8920_Steve_Mardenborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,28,18,19891209,,,Fisher Athletic,Surrey Docks,1,APL,5,304,NA,304,3,5,2,Jim Barron,5,97,31,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,79,8907_Steve_Brooks,90,8920_Steve_Mardenborough,49,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8923_Mickey_Nuttell,11,8927_Paul_Sanderson,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8928_Anton_Vircavs,8914_Richard_Crowley,8930_Kevin_Willetts,9999_Own_Goal,8917_Nick_Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,29,NA,19891212,,,Alvechurch,Whaddon Road,0,MFC,1.2,0,NA,0,3,6,0,Jim Barron,NA,NA,NA,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8931_Phil_Williams,90,8901_Ray_Baverstock,90,8928_Anton_Vircavs,76,8927_Paul_Sanderson,90,8913_Steve_Crouch,76,8919_Jeff_Lissaman,90,8923_Mickey_Nuttell,90,8910_Tommy_Callinan,90,8909_Chris_Burns,90,8924_Ali_Pountain,14,8915_Mike_French,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8909_Chris_Burns,8909_Chris_Burns,8927_Paul_Sanderson,8909_Chris_Burns,8909_Chris_Burns,8909_Chris_Burns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,30,19,19891216,,,Darlington,Whaddon Road,0,APL,5,2622,NA,2622,0,0,1,Jim Barron,5,97,31,8902_Andy_Beasley,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,73,8907_Steve_Brooks,90,8927_Paul_Sanderson,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,49,8909_Chris_Burns,17,8923_Mickey_Nuttell,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,31,20,19891220,,,Stafford Rangers,Whaddon Road,0,APL,5,1120,NA,1120,0,1,3,Jim Barron,6,98,31,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8901_Ray_Baverstock,90,8928_Anton_Vircavs,90,8931_Phil_Williams,,8907_Steve_Brooks,90,8920_Steve_Mardenborough,85,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8923_Mickey_Nuttell,90,8909_Chris_Burns,,8927_Paul_Sanderson,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8909_Chris_Burns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,32,21,19891226,,,Merthyr Tydfil,Penydarren Park,1,APL,5,2232,NA,2232,1,1,1,Jim Barron,6,98,32,8911_Alan_Churchward,90,8929_Sean_Whelan,73,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,65,8907_Steve_Brooks,90,8923_Mickey_Nuttell,30,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8901_Ray_Baverstock,90,8909_Chris_Burns,25,8927_Paul_Sanderson,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8914_Richard_Crowley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8923_Mickey_Nuttell,NA
19891990,33,22,19891230,,,Wycombe Wanderers,Loakes Park,1,APL,5,2166,NA,2166,3,4,0,Jim Barron,6,98,35,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8901_Ray_Baverstock,90,8907_Steve_Brooks,90,8909_Chris_Burns,90,8917_Nick_Jordan,42,8908_Mark_Buckland,90,8916_Andy_Gray,,8920_Steve_Mardenborough,48,8927_Paul_Sanderson,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8908_Mark_Buckland,8908_Mark_Buckland,8908_Mark_Buckland,8920_Steve_Mardenborough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,34,23,19900101,,,Merthyr Tydfil,Whaddon Road,0,APL,5,1965,NA,1965,0,0,2,Jim Barron,7,99,35,8911_Alan_Churchward,90,8929_Sean_Whelan,58,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8901_Ray_Baverstock,90,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8909_Chris_Burns,90,8923_Mickey_Nuttell,32,8927_Paul_Sanderson,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,35,24,19900106,,,Boston United,Whaddon Road,0,APL,5,1265,NA,1265,1,0,0,Jim Barron,7,99,36,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8909_Chris_Burns,66,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8905_Mark_Boyland,24,8931_Phil_Williams,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,36,NA,19900113,,,Gravesend and Northfleet,Whaddon Road,0,FAT,1,1376,NA,1376,3,5,1,Jim Barron,NA,NA,NA,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,66,8907_Steve_Brooks,90,8920_Steve_Mardenborough,90,8905_Mark_Boyland,90,8908_Mark_Buckland,90,8916_Andy_Gray,82,8909_Chris_Burns,8,8917_Nick_Jordan,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9999_Own_Goal,8920_Steve_Mardenborough,8920_Steve_Mardenborough,8916_Andy_Gray,8908_Mark_Buckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,37,25,19900210,,,Yeovil Town,The Huish,1,APL,5,2321,NA,2321,1,1,1,Jim Barron,9,101,37,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,66,8907_Steve_Brooks,90,8905_Mark_Boyland,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,57,8906_Simon_Brain,33,8909_Chris_Burns,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8908_Mark_Buckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19891990,38,NA,19900212,,,Enfield,Whaddon Road,0,FAT,2,1401,NA,1401,3,3,1,Jim Barron,NA,NA,NA,8911_Alan_Churchward,90,8929_Sean_Whelan,90,8930_Kevin_Willetts,90,8914_Richard_Crowley,90,8928_Anton_Vircavs,90,8931_Phil_Williams,61,8907_Steve_Brooks,90,8905_Mark_Boyland,90,8917_Nick_Jordan,90,8908_Mark_Buckland,90,8916_Andy_Gray,90,8909_Chris_Burns,29,8913_Steve_Crouch,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8928_Anton_Vircavs,8905_Mark_Boyland,8917_Nick_Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
